treatnr,blind,dsr,round,seller_quality_choice,buyer_cf_notpos,auction_price,matching_group_id
1,0,0,17,90,0,158,14
2,1,0,17,80,0,231,65
1,0,0,17,85,0,151,12
1,0,0,17,87,1,200,11
3,0,1,17,100,0,177,55
3,0,1,17,100,0,171,22
3,0,1,17,90,0,144,23
2,1,0,17,90,,125,32
1,0,0,17,60,1,141,45
2,1,0,17,75,1,151,31
2,1,0,17,92,,200,65
1,0,0,17,1,1,100,13
1,0,0,17,80,,151,12
3,0,1,17,90,0,104,56
1,0,0,17,80,1,121,13
1,0,0,17,10,1,137,11
2,1,0,18,90,0,101,68
3,0,1,18,80,,162,56
2,1,0,18,90,0,100,33
1,0,0,18,0,1,170,46
1,0,0,18,90,0,225,11
3,0,1,18,90,,176,21
2,1,0,18,0,1,191,32
3,0,1,18,98,0,267,56
1,0,0,18,0,1,134,13
3,0,1,18,95,1,146,55
1,0,0,18,50,1,101,48
1,0,0,18,85,,176,14
3,0,1,18,50,,146,22
3,0,1,18,100,,111,58
2,1,0,18,0,,,66
3,0,1,18,95,0,211,23
2,1,0,18,0,1,102,33
3,0,1,18,100,0,204,57
2,1,0,18,80,,103,31
1,0,0,18,10,1,110,45
2,1,0,18,80,1,155,65
2,1,0,18,93,0,228,31
1,0,0,18,0,1,229,46
1,0,0,18,90,0,152,12
1,0,0,18,80,0,180,47
3,0,1,18,100,1,162,55
2,1,0,18,100,0,241,67
2,1,0,18,95,,191,34
2,1,0,18,0,,101,66
3,0,1,18,100,0,187,24
3,0,1,18,100,0,234,23
1,0,0,18,90,0,101,12
3,0,1,18,0,1,236,22
2,1,0,18,100,0,211,67
3,0,1,18,99,0,201,24
3,0,1,18,100,0,170,58
3,0,1,18,80,1,127,57
2,1,0,18,100,1,251,68
1,0,0,18,85,,145,14
1,0,0,18,0,1,102,11
1,0,0,18,10,1,114,45
1,0,0,18,80,0,103,13
3,0,1,18,94,0,197,21
1,0,0,18,80,,202,47
2,1,0,18,50,1,104,65
1,0,0,18,90,0,172,48
2,1,0,18,100,0,221,32
2,1,0,18,0,1,139,34
2,1,0,19,80,,153,68
2,1,0,19,85,,175,34
3,0,1,19,80,1,141,55
1,0,0,19,80,,111,46
1,0,0,19,0,1,101,11
3,0,1,19,91,0,118,56
3,0,1,19,100,,201,58
2,1,0,19,79,1,252,68
2,1,0,19,0,1,101,33
3,0,1,19,100,1,216,55
3,0,1,19,100,0,231,23
1,0,0,19,100,1,121,11
3,0,1,19,86,0,138,57
3,0,1,19,0,1,100,24
3,0,1,19,80,0,106,57
1,0,0,19,0,1,101,46
3,0,1,19,100,0,120,23
3,0,1,19,98,0,202,58
2,1,0,19,90,0,192,65
1,0,0,19,100,0,207,14
1,0,0,19,80,0,186,47
3,0,1,19,100,0,111,22
2,1,0,19,100,0,131,67
2,1,0,19,76,1,176,34
1,0,0,19,80,,159,13
2,1,0,19,0,,,66
1,0,0,19,0,1,100,45
2,1,0,19,100,0,130,65
1,0,0,19,80,,100,12
2,1,0,19,100,1,101,66
3,0,1,19,100,0,161,24
3,0,1,19,90,0,193,22
2,1,0,19,75,1,111,32
1,0,0,19,90,,207,12
1,0,0,19,70,0,101,48
3,0,1,19,90,,261,21
3,0,1,19,100,0,131,21
1,0,0,19,89,0,169,48
1,0,0,19,0,,,13
2,1,0,19,95,,136,67
2,1,0,19,80,,100,33
1,0,0,19,90,0,117,45
1,0,0,19,90,0,120,14
2,1,0,19,0,1,102,32
2,1,0,19,98,0,121,31
2,1,0,19,100,0,281,31
3,0,1,19,68,,104,56
1,0,0,19,60,0,102,47
2,1,0,20,90,0,161,31
1,0,0,20,80,0,104,46
1,0,0,20,100,0,211,47
1,0,0,20,95,,289,45
1,0,0,20,0,1,100,46
2,1,0,20,50,,101,66
1,0,0,20,99,0,102,11
3,0,1,20,95,0,113,22
2,1,0,20,0,1,100,33
1,0,0,20,100,0,121,14
2,1,0,20,85,,173,31
2,1,0,20,100,,246,68
2,1,0,20,0,1,101,66
1,0,0,20,30,1,100,11
2,1,0,20,100,0,141,32
3,0,1,20,40,1,100,55
2,1,0,20,55,1,103,68
3,0,1,20,0,1,150,22
3,0,1,20,77,,144,21
1,0,0,20,91,0,221,48
1,0,0,20,0,,,12
1,0,0,20,95,0,132,12
3,0,1,20,100,0,152,23
3,0,1,20,95,0,141,57
3,0,1,20,95,,281,24
1,0,0,20,95,0,234,14
2,1,0,20,100,0,259,67
3,0,1,20,100,1,172,58
1,0,0,20,85,0,139,48
3,0,1,20,98,,186,21
1,0,0,20,0,,,13
2,1,0,20,94,0,104,33
1,0,0,20,100,0,100,45
3,0,1,20,93,0,141,56
3,0,1,20,2,1,195,55
1,0,0,20,75,0,125,47
2,1,0,20,95,0,188,65
3,0,1,20,100,,254,58
3,0,1,20,95,0,151,24
3,0,1,20,81,0,151,57
2,1,0,20,95,,176,34
2,1,0,20,95,,162,67
2,1,0,20,34,1,101,34
1,0,0,20,0,,,13
2,1,0,20,70,1,134,65
3,0,1,20,100,0,131,23
3,0,1,20,78,1,102,56
2,1,0,20,60,1,102,32
1,0,0,21,0,0,107,11
2,1,0,21,100,,171,67
1,0,0,21,82,0,152,12
3,0,1,21,100,,300,58
2,1,0,21,80,,106,34
3,0,1,21,100,0,255,55
1,0,0,21,0,1,126,11
1,0,0,21,89,0,169,48
2,1,0,21,100,,230,34
3,0,1,21,91,0,181,57
3,0,1,21,79,1,106,23
2,1,0,21,99,,152,32
1,0,0,21,95,0,180,14
2,1,0,21,90,,171,68
3,0,1,21,92,,129,56
2,1,0,21,0,1,100,66
1,0,0,21,0,1,163,46
2,1,0,21,90,,183,65
3,0,1,21,90,0,190,56
2,1,0,21,100,0,181,32
3,0,1,21,100,0,201,58
3,0,1,21,100,0,136,21
3,0,1,21,100,0,181,24
1,0,0,21,80,,136,48
3,0,1,21,95,0,212,24
3,0,1,21,1,1,141,21
3,0,1,21,100,0,141,23
3,0,1,21,85,0,191,22
2,1,0,21,90,,130,33
1,0,0,21,90,1,176,14
1,0,0,21,75,0,130,47
1,0,0,21,100,0,212,47
2,1,0,21,100,0,213,31
1,0,0,21,85,0,110,45
1,0,0,21,1,1,300,45
3,0,1,21,0,1,103,57
3,0,1,21,75,1,146,22
1,0,0,21,100,0,100,13
2,1,0,21,100,0,106,31
2,1,0,21,90,0,100,33
2,1,0,21,0,1,101,68
2,1,0,21,1,,287,65
2,1,0,21,0,1,102,66
1,0,0,21,90,0,101,12
2,1,0,21,100,0,222,67
1,0,0,21,80,0,121,13
1,0,0,21,85,0,131,46
3,0,1,21,100,0,181,55
2,1,0,22,85,,208,31
1,0,0,22,80,0,201,48
3,0,1,22,75,,100,22
1,0,0,22,85,1,121,11
2,1,0,22,97,0,244,67
3,0,1,22,100,,202,23
3,0,1,22,91,1,207,24
3,0,1,22,1,1,166,21
3,0,1,22,100,1,153,55
2,1,0,22,0,,,66
1,0,0,22,95,1,276,14
2,1,0,22,87,1,171,65
3,0,1,22,100,,141,22
3,0,1,22,100,0,117,58
3,0,1,22,0,1,100,55
3,0,1,22,1,1,101,21
1,0,0,22,95,0,116,11
3,0,1,22,100,0,201,57
1,0,0,22,0,1,100,13
3,0,1,22,0,,301,58
2,1,0,22,100,0,140,33
2,1,0,22,90,0,146,31
1,0,0,22,90,,192,45
2,1,0,22,0,,,66
2,1,0,22,100,1,136,32
2,1,0,22,90,,132,33
1,0,0,22,90,0,156,46
2,1,0,22,93,,194,65
1,0,0,22,43,,144,13
1,0,0,22,80,1,103,48
3,0,1,22,0,1,155,57
2,1,0,22,100,,279,34
2,1,0,22,90,,182,68
2,1,0,22,95,,161,34
3,0,1,22,100,1,271,24
2,1,0,22,100,0,162,32
1,0,0,22,0,1,226,14
1,0,0,22,0,1,100,12
1,0,0,22,92,0,187,12
3,0,1,22,60,1,135,56
1,0,0,22,75,0,214,47
1,0,0,22,70,,151,47
3,0,1,22,100,0,214,56
3,0,1,22,100,,256,23
1,0,0,22,90,1,226,45
2,1,0,22,95,,217,67
2,1,0,22,1,1,103,68
1,0,0,22,90,0,137,46
1,0,0,23,0,1,100,13
3,0,1,23,74,,141,21
2,1,0,23,80,0,212,68
2,1,0,23,0,1,100,66
1,0,0,23,0,1,111,11
3,0,1,23,100,1,251,23
2,1,0,23,100,0,163,67
2,1,0,23,100,0,133,32
1,0,0,23,95,0,207,48
1,0,0,23,50,1,150,47
3,0,1,23,99,0,242,58
1,0,0,23,0,,,12
2,1,0,23,92,0,265,68
1,0,0,23,100,0,152,45
3,0,1,23,100,0,201,24
3,0,1,23,80,,102,57
3,0,1,23,100,1,181,57
1,0,0,23,74,0,134,12
2,1,0,23,0,1,133,32
1,0,0,23,10,1,142,14
3,0,1,23,80,0,122,22
3,0,1,23,95,0,131,21
2,1,0,23,70,,121,34
2,1,0,23,85,,189,31
2,1,0,23,78,,175,65
2,1,0,23,80,,116,31
3,0,1,23,100,0,184,23
1,0,0,23,99,0,102,11
2,1,0,23,0,,,66
3,0,1,23,93,,228,56
3,0,1,23,95,1,244,55
1,0,0,23,1,1,102,13
2,1,0,23,0,1,104,34
1,0,0,23,75,,106,45
2,1,0,23,100,0,201,67
1,0,0,23,70,,149,47
1,0,0,23,85,1,205,46
2,1,0,23,0,1,100,33
3,0,1,23,100,0,104,56
3,0,1,23,100,0,261,24
1,0,0,23,85,0,121,46
3,0,1,23,0,1,101,58
2,1,0,23,90,0,131,33
2,1,0,23,1,0,280,65
3,0,1,23,100,,151,22
3,0,1,23,100,0,205,55
1,0,0,23,80,1,232,48
1,0,0,23,90,,204,14
2,1,0,24,100,,237,67
1,0,0,24,0,1,185,48
3,0,1,24,97,1,176,55
3,0,1,24,0,1,121,57
2,1,0,24,100,,176,34
3,0,1,24,95,1,203,23
3,0,1,24,99,0,151,58
2,1,0,24,100,0,121,31
3,0,1,24,100,0,203,22
2,1,0,24,100,0,100,66
1,0,0,24,80,0,231,47
3,0,1,24,79,0,194,24
1,0,0,24,75,1,151,13
1,0,0,24,90,0,191,46
3,0,1,24,75,1,116,22
3,0,1,24,80,0,134,57
1,0,0,24,100,0,151,13
2,1,0,24,99,,196,32
2,1,0,24,100,0,101,33
2,1,0,24,90,,261,65
1,0,0,24,92,0,192,12
1,0,0,24,90,0,122,48
2,1,0,24,80,0,168,68
3,0,1,24,0,1,100,24
1,0,0,24,77,1,108,45
2,1,0,24,1,1,172,65
3,0,1,24,0,,121,21
2,1,0,24,90,,186,68
1,0,0,24,70,0,100,12
1,0,0,24,90,0,139,46
3,0,1,24,65,1,115,55
1,0,0,24,100,,154,14
3,0,1,24,100,0,257,23
1,0,0,24,0,1,132,14
2,1,0,24,85,,206,31
1,0,0,24,100,0,215,45
3,0,1,24,0,1,168,58
2,1,0,24,99,,131,67
1,0,0,24,30,1,104,11
1,0,0,24,0,,,11
1,0,0,24,95,,186,47
3,0,1,24,90,,176,56
3,0,1,24,80,,119,56
3,0,1,24,1,1,101,21
2,1,0,24,100,,159,33
2,1,0,24,99,0,151,32
2,1,0,24,100,0,121,66
2,1,0,24,50,1,142,34
3,0,1,25,50,,100,21
2,1,0,25,95,,131,34
2,1,0,25,100,,279,31
3,0,1,25,100,0,199,55
2,1,0,25,100,0,221,32
1,0,0,25,60,0,125,47
3,0,1,25,1,1,161,21
2,1,0,25,0,1,159,34
3,0,1,25,100,0,191,57
1,0,0,25,0,,100,13
3,0,1,25,91,0,165,56
1,0,0,25,75,0,156,47
2,1,0,25,79,0,201,68
3,0,1,25,75,1,151,22
1,0,0,25,90,0,163,14
1,0,0,25,92,0,235,48
2,1,0,25,100,0,151,33
1,0,0,25,80,,100,14
1,0,0,25,95,0,191,11
3,0,1,25,99,0,101,58
1,0,0,25,90,0,168,46
1,0,0,25,100,0,130,45
3,0,1,25,100,0,216,23
3,0,1,25,100,0,171,58
2,1,0,25,92,0,202,31
1,0,0,25,70,0,101,13
1,0,0,25,90,0,264,45
3,0,1,25,0,1,100,57
2,1,0,25,0,,,66
3,0,1,25,91,,171,56
3,0,1,25,100,0,201,24
3,0,1,25,100,,196,55
1,0,0,25,92,0,182,12
1,0,0,25,90,0,216,48
2,1,0,25,100,0,221,67
1,0,0,25,0,,100,46
2,1,0,25,60,,133,66
1,0,0,25,50,1,100,12
2,1,0,25,100,0,166,32
1,0,0,25,95,1,121,11
2,1,0,25,99,0,166,65
3,0,1,25,100,0,241,23
3,0,1,25,95,1,301,24
2,1,0,25,0,1,112,33
2,1,0,25,90,0,151,65
2,1,0,25,0,1,158,68
3,0,1,25,75,,181,22
2,1,0,25,99,,199,67
3,0,1,26,85,1,155,56
3,0,1,26,90,0,153,58
3,0,1,26,100,0,170,23
1,0,0,26,50,0,102,13
2,1,0,26,90,0,175,65
2,1,0,26,100,,201,32
2,1,0,26,80,1,100,67
1,0,0,26,90,0,211,46
2,1,0,26,50,,182,68
1,0,0,26,100,0,151,45
3,0,1,26,0,1,100,24
1,0,0,26,50,1,100,48
1,0,0,26,73,,153,47
1,0,0,26,85,0,106,48
1,0,0,26,0,1,154,45
2,1,0,26,85,,209,31
2,1,0,26,0,,,66
3,0,1,26,95,,124,55
1,0,0,26,1,1,191,11
1,0,0,26,95,0,201,12
3,0,1,26,100,0,180,21
3,0,1,26,0,1,199,22
1,0,0,26,85,0,183,12
2,1,0,26,90,,176,34
3,0,1,26,0,,199,21
3,0,1,26,95,0,161,57
2,1,0,26,50,,100,33
3,0,1,26,0,1,121,23
3,0,1,26,85,0,154,57
2,1,0,26,80,0,116,33
2,1,0,26,100,0,202,32
1,0,0,26,60,,157,46
2,1,0,26,0,1,105,68
1,0,0,26,0,1,100,11
3,0,1,26,87,1,121,24
3,0,1,26,96,0,232,56
2,1,0,26,95,,201,34
1,0,0,26,100,0,201,14
2,1,0,26,0,1,100,66
3,0,1,26,100,,266,58
2,1,0,26,75,,207,65
1,0,0,26,0,,100,13
1,0,0,26,91,0,131,14
1,0,0,26,0,1,116,47
2,1,0,26,98,,236,31
3,0,1,26,80,1,241,22
2,1,0,26,95,0,134,67
3,0,1,26,100,,241,55
3,0,1,27,100,0,201,57
3,0,1,27,5,1,100,55
3,0,1,27,100,0,211,23
1,0,0,27,90,0,156,46
3,0,1,27,100,0,202,22
2,1,0,27,100,0,111,66
1,0,0,27,95,0,224,47
2,1,0,27,100,,285,67
1,0,0,27,95,0,201,12
2,1,0,27,92,,254,68
2,1,0,27,93,,135,34
2,1,0,27,50,1,102,34
1,0,0,27,100,0,243,48
3,0,1,27,100,0,230,24
2,1,0,27,99,0,174,31
1,0,0,27,60,,131,13
3,0,1,27,100,0,254,24
1,0,0,27,100,,102,45
3,0,1,27,0,1,100,57
3,0,1,27,93,,203,56
3,0,1,27,100,,252,55
3,0,1,27,50,1,200,58
3,0,1,27,0,1,102,58
2,1,0,27,50,,100,66
1,0,0,27,94,0,177,12
1,0,0,27,90,0,215,14
1,0,0,27,75,0,151,47
2,1,0,27,0,0,257,65
2,1,0,27,90,0,241,68
1,0,0,27,90,1,151,11
1,0,0,27,98,0,201,48
1,0,0,27,97,0,100,11
2,1,0,27,91,,151,33
2,1,0,27,100,1,166,32
3,0,1,27,95,0,101,23
2,1,0,27,0,1,138,33
3,0,1,27,75,0,121,22
1,0,0,27,95,0,181,46
3,0,1,27,0,1,191,21
2,1,0,27,100,0,211,31
1,0,0,27,85,,175,14
3,0,1,27,100,0,167,21
3,0,1,27,100,0,181,56
2,1,0,27,100,0,151,32
1,0,0,27,0,1,100,13
1,0,0,27,100,0,259,45
2,1,0,27,0,1,125,65
2,1,0,27,97,,182,67
2,1,0,28,0,1,101,32
1,0,0,28,100,,112,45
3,0,1,28,90,,100,55
1,0,0,28,0,1,111,11
1,0,0,28,90,0,179,46
1,0,0,28,75,,150,13
2,1,0,28,97,0,120,67
3,0,1,28,2,1,102,57
3,0,1,28,100,0,101,22
3,0,1,28,98,0,191,21
2,1,0,28,80,1,247,65
1,0,0,28,90,0,141,45
1,0,0,28,90,0,156,48
3,0,1,28,100,0,202,56
2,1,0,28,55,,190,68
2,1,0,28,100,0,201,67
3,0,1,28,0,,,57
3,0,1,28,85,0,151,58
3,0,1,28,10,1,127,55
2,1,0,28,100,0,151,34
2,1,0,28,100,0,152,33
2,1,0,28,85,1,223,31
2,1,0,28,100,0,155,66
3,0,1,28,95,,242,24
2,1,0,28,95,,135,65
2,1,0,28,90,0,151,68
3,0,1,28,100,,181,24
1,0,0,28,90,0,148,13
3,0,1,28,90,1,207,23
1,0,0,28,0,1,100,47
2,1,0,28,0,,,66
1,0,0,28,5,1,102,14
1,0,0,28,95,0,116,12
2,1,0,28,90,1,221,31
1,0,0,28,60,1,181,46
2,1,0,28,0,1,161,33
2,1,0,28,65,1,155,34
3,0,1,28,90,1,118,22
1,0,0,28,80,0,100,12
1,0,0,28,60,,104,48
1,0,0,28,94,0,221,14
3,0,1,28,100,0,116,58
1,0,0,28,75,0,101,47
3,0,1,28,100,0,171,21
3,0,1,28,100,0,240,23
1,0,0,28,0,,,11
3,0,1,28,98,,221,56
2,1,0,28,100,0,105,32
3,0,1,29,92,,152,56
1,0,0,29,1,1,154,45
2,1,0,29,100,,152,67
1,0,0,29,75,,126,47
2,1,0,29,100,0,141,31
3,0,1,29,0,1,100,58
2,1,0,29,0,1,151,34
2,1,0,29,91,0,203,68
1,0,0,29,90,,151,13
2,1,0,29,1,1,201,65
2,1,0,29,95,,137,65
3,0,1,29,100,1,296,23
1,0,0,29,80,0,151,13
1,0,0,29,0,1,151,14
2,1,0,29,0,1,101,34
3,0,1,29,100,0,142,56
1,0,0,29,56,,115,47
1,0,0,29,90,0,233,48
3,0,1,29,85,0,125,57
2,1,0,29,98,,126,31
1,0,0,29,85,0,133,46
1,0,0,29,5,,106,11
1,0,0,29,91,1,191,11
3,0,1,29,0,1,106,58
2,1,0,29,99,1,152,32
3,0,1,29,95,1,111,24
1,0,0,29,0,1,100,46
2,1,0,29,100,0,111,33
3,0,1,29,100,,301,55
3,0,1,29,75,0,101,22
1,0,0,29,100,0,256,48
3,0,1,29,100,0,200,22
1,0,0,29,100,,232,14
3,0,1,29,100,0,155,23
2,1,0,29,0,,,66
3,0,1,29,100,0,162,21
1,0,0,29,69,0,101,12
2,1,0,29,100,0,201,32
1,0,0,29,80,0,168,45
1,0,0,29,91,0,145,12
3,0,1,29,0,1,100,55
3,0,1,29,92,0,181,24
2,1,0,29,90,0,100,66
3,0,1,29,0,1,145,21
2,1,0,29,65,1,100,67
2,1,0,29,90,,127,33
2,1,0,29,90,,246,68
3,0,1,29,90,,157,57
2,1,0,30,75,1,235,34
2,1,0,30,100,0,111,66
3,0,1,30,50,,101,21
2,1,0,30,100,0,174,31
1,0,0,30,100,0,242,48
2,1,0,30,100,,100,33
1,0,0,30,0,1,100,13
3,0,1,30,100,0,175,22
1,0,0,30,70,0,124,13
1,0,0,30,1,1,116,11
1,0,0,30,100,0,204,14
2,1,0,30,99,0,134,32
2,1,0,30,50,1,105,33
1,0,0,30,100,0,251,45
2,1,0,30,85,,151,31
3,0,1,30,100,0,148,23
1,0,0,30,90,,131,45
1,0,0,30,0,1,121,12
3,0,1,30,100,0,147,23
3,0,1,30,95,0,205,56
2,1,0,30,0,1,181,66
2,1,0,30,0,1,147,34
1,0,0,30,95,0,161,46
3,0,1,30,10,1,201,55
1,0,0,30,75,0,100,12
1,0,0,30,78,,102,14
3,0,1,30,100,0,201,57
3,0,1,30,100,,251,55
2,1,0,30,65,0,121,68
3,0,1,30,50,,246,56
1,0,0,30,100,,201,47
1,0,0,30,95,0,211,47
3,0,1,30,0,1,101,58
3,0,1,30,30,1,137,24
2,1,0,30,100,0,256,67
3,0,1,30,100,0,231,24
3,0,1,30,0,,144,21
1,0,0,30,90,0,156,46
1,0,0,30,0,1,116,11
2,1,0,30,100,,161,32
1,0,0,30,85,0,121,48
2,1,0,30,100,,241,67
2,1,0,30,72,1,221,65
2,1,0,30,75,1,222,65
3,0,1,30,100,0,271,58
3,0,1,30,0,1,100,57
2,1,0,30,1,1,201,68
3,0,1,30,95,,151,22
3,0,1,31,90,0,123,21
1,0,0,31,0,1,102,46
3,0,1,31,100,0,201,58
2,1,0,31,1,1,181,65
3,0,1,31,100,0,145,24
3,0,1,31,91,,181,57
2,1,0,31,85,0,111,33
1,0,0,31,0,1,135,47
2,1,0,31,95,,146,31
2,1,0,31,89,,151,31
3,0,1,31,75,1,120,22
1,0,0,31,50,1,144,45
2,1,0,31,90,,111,33
2,1,0,31,0,,151,68
2,1,0,31,100,,160,32
1,0,0,31,16,1,116,14
2,1,0,31,0,1,168,65
1,0,0,31,0,,,46
1,0,0,31,0,1,102,47
2,1,0,31,90,0,201,68
3,0,1,31,99,,189,24
3,0,1,31,100,,151,55
2,1,0,31,100,0,211,67
1,0,0,31,80,1,100,11
2,1,0,31,100,0,200,32
3,0,1,31,100,0,154,23
1,0,0,31,0,1,102,11
1,0,0,31,100,0,180,13
3,0,1,31,85,,154,56
2,1,0,31,95,,189,67
2,1,0,31,100,0,100,66
3,0,1,31,97,0,201,21
3,0,1,31,100,0,207,55
1,0,0,31,85,1,140,12
2,1,0,31,0,1,111,34
3,0,1,31,100,0,130,58
3,0,1,31,70,1,176,56
1,0,0,31,90,0,121,13
1,0,0,31,91,0,189,48
2,1,0,31,100,,141,34
1,0,0,31,95,0,160,12
1,0,0,31,92,0,214,48
3,0,1,31,100,0,171,23
3,0,1,31,0,,202,22
3,0,1,31,0,,,57
2,1,0,31,50,,100,66
1,0,0,31,88,0,133,45
1,0,0,31,0,1,172,14
1,0,0,32,90,0,167,12
1,0,0,32,70,,100,47
3,0,1,32,100,0,171,57
2,1,0,32,1,1,144,65
2,1,0,32,100,,201,32
3,0,1,32,0,1,163,22
3,0,1,32,61,,124,21
1,0,0,32,95,,281,45
2,1,0,32,0,1,101,34
2,1,0,32,97,,201,67
1,0,0,32,100,0,100,11
2,1,0,32,0,1,100,33
1,0,0,32,100,0,241,48
3,0,1,32,100,0,102,23
1,0,0,32,90,0,146,48
1,0,0,32,85,0,131,13
3,0,1,32,0,1,100,21
1,0,0,32,70,,170,47
2,1,0,32,87,,111,68
3,0,1,32,3,1,123,55
1,0,0,32,100,0,175,14
3,0,1,32,100,1,251,58
3,0,1,32,100,0,234,23
1,0,0,32,85,0,101,46
1,0,0,32,0,1,100,45
1,0,0,32,0,1,152,14
2,1,0,32,100,,129,67
3,0,1,32,100,0,201,24
2,1,0,32,0,1,191,32
3,0,1,32,95,,202,56
2,1,0,32,0,,131,68
1,0,0,32,95,0,101,11
1,0,0,32,0,1,100,13
2,1,0,32,93,,225,65
3,0,1,32,100,0,151,58
2,1,0,32,95,,146,33
1,0,0,32,90,0,141,46
2,1,0,32,0,,,66
3,0,1,32,90,0,100,57
3,0,1,32,95,0,177,24
2,1,0,32,95,,161,34
2,1,0,32,87,,168,31
3,0,1,32,87,,117,56
1,0,0,32,0,1,101,12
3,0,1,32,85,,151,22
2,1,0,32,60,,100,31
2,1,0,32,0,,,66
3,0,1,32,95,,148,55
2,1,0,33,0,,,66
3,0,1,33,100,,173,22
3,0,1,33,0,1,102,21
3,0,1,33,100,0,116,23
3,0,1,33,98,0,176,56
2,1,0,33,80,0,101,68
1,0,0,33,68,0,117,12
3,0,1,33,0,,,55
2,1,0,33,100,,153,32
2,1,0,33,0,1,100,34
2,1,0,33,100,0,131,32
3,0,1,33,100,0,251,57
1,0,0,33,0,1,103,11
1,0,0,33,91,0,182,14
3,0,1,33,87,,205,56
2,1,0,33,100,0,206,67
1,0,0,33,100,0,230,45
1,0,0,33,0,1,201,14
2,1,0,33,100,,206,34
3,0,1,33,91,,180,57
3,0,1,33,0,,,58
1,0,0,33,88,,166,46
1,0,0,33,0,,,45
2,1,0,33,100,0,248,31
1,0,0,33,0,0,100,11
2,1,0,33,95,0,163,31
1,0,0,33,0,1,100,13
3,0,1,33,100,0,251,22
1,0,0,33,80,,158,47
3,0,1,33,95,0,141,24
1,0,0,33,100,0,203,48
2,1,0,33,0,,100,66
3,0,1,33,100,0,199,23
1,0,0,33,0,1,100,13
1,0,0,33,95,,180,12
2,1,0,33,90,0,161,68
2,1,0,33,1,1,104,65
2,1,0,33,0,1,261,67
3,0,1,33,0,1,188,21
3,0,1,33,3,1,113,55
1,0,0,33,0,1,100,47
2,1,0,33,0,,,33
1,0,0,33,100,0,245,48
3,0,1,33,100,0,215,24
2,1,0,33,0,1,100,33
1,0,0,33,90,0,190,46
3,0,1,33,100,0,100,58
2,1,0,33,90,,195,65
1,0,0,34,82,0,204,48
3,0,1,34,100,,251,24
1,0,0,34,81,1,103,11
2,1,0,34,0,,,66
1,0,0,34,0,,100,13
3,0,1,34,0,,,57
3,0,1,34,20,1,221,22
