treatnr,blind,dsr,round,seller_quality_choice,buyer_cf_notpos,auction_price,matching_group_id
3,0,1,34,3,1,173,55
1,0,0,34,80,0,111,45
1,0,0,34,0,1,238,12
2,1,0,34,0,1,204,32
1,0,0,34,75,0,152,14
1,0,0,34,0,,,47
1,0,0,34,100,0,170,13
1,0,0,34,0,1,100,46
2,1,0,34,0,1,232,68
1,0,0,34,50,,102,12
3,0,1,34,87,1,181,56
2,1,0,34,98,,231,67
3,0,1,34,100,0,221,23
1,0,0,34,0,,,11
2,1,0,34,100,,161,33
2,1,0,34,100,0,141,31
1,0,0,34,86,0,146,46
2,1,0,34,0,1,181,34
3,0,1,34,95,,127,56
1,0,0,34,95,0,232,48
3,0,1,34,1,1,246,22
3,0,1,34,100,0,191,57
1,0,0,34,88,1,208,14
2,1,0,34,0,,,66
2,1,0,34,100,0,146,31
3,0,1,34,100,,203,58
2,1,0,34,95,,151,67
3,0,1,34,0,1,161,21
2,1,0,34,100,0,181,33
2,1,0,34,90,0,181,65
1,0,0,34,80,,190,47
1,0,0,34,88,0,121,45
2,1,0,34,90,,276,68
3,0,1,34,100,,174,24
3,0,1,34,100,0,181,58
2,1,0,34,100,0,181,34
2,1,0,34,100,,181,32
3,0,1,34,100,0,288,23
3,0,1,34,0,,100,21
2,1,0,34,67,1,202,65
3,0,1,34,92,,192,55
2,1,0,35,0,1,101,33
3,0,1,35,100,0,263,58
2,1,0,35,100,0,116,32
2,1,0,35,0,,,66
1,0,0,35,80,,151,47
3,0,1,35,98,0,114,56
1,0,0,35,60,,120,13
3,0,1,35,100,0,163,57
2,1,0,35,9,1,100,68
3,0,1,35,1,1,103,22
1,0,0,35,90,0,133,48
3,0,1,35,80,0,121,22
2,1,0,35,100,0,181,32
1,0,0,35,75,1,150,47
3,0,1,35,0,1,100,24
2,1,0,35,0,1,100,34
1,0,0,35,50,1,126,45
3,0,1,35,100,0,176,56
1,0,0,35,0,1,100,46
1,0,0,35,99,0,104,11
2,1,0,35,90,0,201,68
1,0,0,35,90,0,252,45
2,1,0,35,95,0,212,31
3,0,1,35,100,,181,24
2,1,0,35,100,0,181,67
2,1,0,35,0,,,66
2,1,0,35,75,1,221,34
3,0,1,35,100,,199,23
1,0,0,35,90,0,113,12
1,0,0,35,0,1,177,12
3,0,1,35,100,,155,58
2,1,0,35,82,,132,31
1,0,0,35,80,1,276,48
1,0,0,35,80,,100,14
1,0,0,35,100,0,160,13
3,0,1,35,41,1,141,55
1,0,0,35,90,0,146,46
3,0,1,35,0,1,100,55
2,1,0,35,90,,181,65
2,1,0,35,90,0,131,33
3,0,1,35,50,,100,21
3,0,1,35,100,0,214,23
1,0,0,35,0,,135,14
1,0,0,35,0,,,11
3,0,1,35,100,0,156,21
3,0,1,35,100,0,134,57
2,1,0,35,90,,231,65
2,1,0,35,100,0,139,67
1,0,0,36,91,,171,14
3,0,1,36,100,0,151,24
2,1,0,36,95,,149,67
1,0,0,36,0,1,140,47
3,0,1,36,100,,301,22
1,0,0,36,0,1,266,45
1,0,0,36,0,1,100,11
1,0,0,36,90,0,129,46
2,1,0,36,100,1,146,66
2,1,0,36,0,1,154,32
3,0,1,36,80,0,177,21
3,0,1,36,100,,216,23
2,1,0,36,75,,201,68
3,0,1,36,21,1,121,56
2,1,0,36,0,1,281,32
1,0,0,36,1,1,100,11
2,1,0,36,98,0,221,31
1,0,0,36,100,,106,45
3,0,1,36,0,,,57
1,0,0,36,90,0,172,48
3,0,1,36,100,1,181,55
3,0,1,36,80,,119,56
3,0,1,36,100,,288,55
1,0,0,36,0,1,102,13
2,1,0,36,95,,131,34
2,1,0,36,0,1,192,65
3,0,1,36,0,,257,58
1,0,0,36,100,,140,14
3,0,1,36,100,0,174,58
2,1,0,36,96,0,131,31
1,0,0,36,99,0,101,12
1,0,0,36,90,0,189,48
3,0,1,36,70,1,171,24
2,1,0,36,72,,244,65
3,0,1,36,0,1,100,57
3,0,1,36,0,1,127,23
1,0,0,36,70,1,151,13
2,1,0,36,0,,,33
1,0,0,36,25,1,100,47
3,0,1,36,90,,110,21
2,1,0,36,0,1,101,33
2,1,0,36,100,1,100,66
2,1,0,36,100,0,206,67
1,0,0,36,0,,102,46
2,1,0,36,100,0,182,34
2,1,0,36,0,1,100,68
3,0,1,36,0,1,161,22
1,0,0,36,80,0,114,12
1,0,0,37,0,,,46
3,0,1,37,100,0,233,23
3,0,1,37,70,,108,56
1,0,0,37,0,1,100,11
3,0,1,37,90,1,261,57
2,1,0,37,60,0,100,66
3,0,1,37,100,0,244,58
2,1,0,37,0,1,100,33
2,1,0,37,1,,201,65
2,1,0,37,0,,,66
3,0,1,37,0,1,112,21
2,1,0,37,100,0,291,67
2,1,0,37,100,0,111,32
2,1,0,37,100,0,116,31
3,0,1,37,0,,100,58
2,1,0,37,100,0,127,33
2,1,0,37,0,1,268,67
1,0,0,37,100,0,115,45
1,0,0,37,95,0,123,12
1,0,0,37,0,1,151,47
3,0,1,37,100,0,161,23
2,1,0,37,0,1,146,32
3,0,1,37,100,1,113,55
3,0,1,37,100,0,183,55
2,1,0,37,80,0,100,34
2,1,0,37,85,0,121,68
3,0,1,37,100,0,201,24
1,0,0,37,90,0,188,48
1,0,0,37,0,1,115,14
1,0,0,37,0,1,160,12
3,0,1,37,90,0,133,56
1,0,0,37,100,,272,48
2,1,0,37,100,0,234,31
3,0,1,37,10,1,100,24
2,1,0,37,95,,245,34
1,0,0,37,0,1,190,47
2,1,0,37,0,1,282,68
3,0,1,37,75,0,104,22
3,0,1,37,0,,,21
1,0,0,37,92,0,181,46
2,1,0,37,0,1,203,65
1,0,0,37,100,,236,14
3,0,1,37,0,1,100,22
1,0,0,37,0,1,100,45
1,0,0,37,0,,,11
1,0,0,37,61,,131,13
1,0,0,37,90,,136,13
3,0,1,37,100,0,221,57
3,0,1,38,97,0,181,21
3,0,1,38,98,,178,56
3,0,1,38,85,,211,56
1,0,0,38,20,1,121,48
2,1,0,38,100,0,221,31
2,1,0,38,100,,220,67
3,0,1,38,100,0,208,23
1,0,0,38,0,1,118,14
2,1,0,38,0,1,121,66
2,1,0,38,100,,101,33
3,0,1,38,0,,,55
1,0,0,38,80,0,188,12
1,0,0,38,0,1,100,46
1,0,0,38,0,,,46
1,0,0,38,90,0,181,47
1,0,0,38,0,,100,13
3,0,1,38,88,,174,24
2,1,0,38,0,1,151,33
3,0,1,38,0,,,57
1,0,0,38,80,,101,45
3,0,1,38,85,0,121,24
2,1,0,38,100,,133,34
3,0,1,38,0,1,100,57
3,0,1,38,100,0,241,22
2,1,0,38,85,,207,68
3,0,1,38,80,0,201,21
1,0,0,38,65,,100,12
1,0,0,38,1,1,102,13
2,1,0,38,75,0,123,66
3,0,1,38,0,1,174,22
2,1,0,38,100,0,152,32
2,1,0,38,90,0,100,32
2,1,0,38,98,0,231,31
2,1,0,38,0,1,100,68
2,1,0,38,90,1,241,65
2,1,0,38,97,,255,67
2,1,0,38,100,,247,65
1,0,0,38,0,,,11
1,0,0,38,1,,100,11
1,0,0,38,0,1,181,47
1,0,0,38,100,0,201,45
3,0,1,38,2,1,100,55
3,0,1,38,0,1,100,58
3,0,1,38,90,0,100,58
2,1,0,38,0,1,100,34
3,0,1,38,100,0,211,23
1,0,0,38,100,,241,48
1,0,0,38,85,0,105,14
1,0,0,39,87,0,157,12
1,0,0,39,25,,100,48
2,1,0,39,100,,206,67
1,0,0,39,0,,100,13
3,0,1,39,100,0,166,57
3,0,1,39,100,0,241,55
3,0,1,39,100,0,181,21
3,0,1,39,100,0,229,23
3,0,1,39,85,0,151,57
1,0,0,39,0,1,100,45
2,1,0,39,88,1,228,31
3,0,1,39,99,0,107,58
3,0,1,39,100,0,231,24
2,1,0,39,99,0,100,67
2,1,0,39,99,0,271,31
2,1,0,39,80,,100,34
1,0,0,39,0,1,100,14
3,0,1,39,88,,175,22
1,0,0,39,85,1,186,46
3,0,1,39,1,,101,22
1,0,0,39,70,0,106,46
3,0,1,39,60,,120,56
1,0,0,39,95,1,171,11
1,0,0,39,80,0,251,45
2,1,0,39,0,,,66
2,1,0,39,100,,191,32
2,1,0,39,0,,100,68
1,0,0,39,0,,100,48
2,1,0,39,1,,216,65
1,0,0,39,0,,,12
2,1,0,39,0,,,33
1,0,0,39,55,,111,47
3,0,1,39,98,,251,56
2,1,0,39,70,0,100,33
2,1,0,39,0,1,203,32
2,1,0,39,80,1,136,34
2,1,0,39,75,0,104,66
3,0,1,39,0,1,100,55
3,0,1,39,0,1,112,23
2,1,0,39,1,1,101,68
1,0,0,39,80,0,161,47
1,0,0,39,0,1,203,11
3,0,1,39,100,0,282,24
1,0,0,39,90,0,244,14
1,0,0,39,0,1,121,13
3,0,1,39,50,,132,21
3,0,1,39,80,0,141,58
2,1,0,39,99,0,116,65
1,0,0,40,92,,176,12
3,0,1,40,98,0,198,21
1,0,0,40,100,0,204,14
3,0,1,40,80,,169,22
3,0,1,40,75,0,136,22
2,1,0,40,0,,121,68
2,1,0,40,80,,131,34
3,0,1,40,100,0,221,23
3,0,1,40,100,0,176,23
3,0,1,40,0,1,144,58
3,0,1,40,100,1,250,24
1,0,0,40,70,0,100,46
1,0,0,40,90,0,164,46
2,1,0,40,0,1,206,32
1,0,0,40,70,,141,47
1,0,0,40,75,0,131,47
2,1,0,40,0,,,33
2,1,0,40,1,1,128,65
3,0,1,40,100,,220,24
2,1,0,40,85,1,152,31
2,1,0,40,100,,246,34
2,1,0,40,0,,,66
3,0,1,40,85,0,138,57
1,0,0,40,0,,,11
2,1,0,40,70,1,100,66
3,0,1,40,90,0,168,56
2,1,0,40,100,0,161,32
2,1,0,40,99,,101,67
3,0,1,40,100,0,204,55
1,0,0,40,85,,131,13
1,0,0,40,10,,202,14
3,0,1,40,5,1,100,57
1,0,0,40,90,0,160,12
2,1,0,40,100,0,175,67
1,0,0,40,90,1,188,48
3,0,1,40,100,,100,56
1,0,0,40,80,0,100,13
2,1,0,40,7,1,204,65
1,0,0,40,0,,,11
1,0,0,40,100,0,151,45
1,0,0,40,0,,,45
3,0,1,40,0,1,100,21
2,1,0,40,90,0,158,68
3,0,1,40,90,0,165,58
3,0,1,40,100,0,195,55
2,1,0,40,0,1,131,33
2,1,0,40,85,1,126,31
1,0,0,40,60,1,167,48
1,0,0,41,75,0,103,14
3,0,1,41,100,0,151,57
2,1,0,41,0,,100,33
1,0,0,41,70,1,112,13
3,0,1,41,0,1,100,57
2,1,0,41,100,,201,34
2,1,0,41,95,,156,67
1,0,0,41,92,0,132,12
2,1,0,41,100,1,105,32
3,0,1,41,55,1,160,56
3,0,1,41,2,1,100,55
2,1,0,41,0,1,100,66
1,0,0,41,0,1,100,11
3,0,1,41,100,0,295,24
1,0,0,41,0,1,202,14
1,0,0,41,100,,301,48
2,1,0,41,90,,251,68
1,0,0,41,80,,156,46
3,0,1,41,0,,100,58
3,0,1,41,0,1,101,21
1,0,0,41,50,1,151,45
1,0,0,41,0,1,121,13
3,0,1,41,0,1,100,23
1,0,0,41,90,0,148,46
2,1,0,41,0,,,32
3,0,1,41,98,0,153,56
3,0,1,41,100,0,267,58
2,1,0,41,100,0,231,31
2,1,0,41,97,,151,65
3,0,1,41,80,0,142,22
1,0,0,41,80,,101,45
1,0,0,41,0,1,100,47
1,0,0,41,100,0,257,48
3,0,1,41,74,1,101,24
3,0,1,41,100,0,161,22
2,1,0,41,0,1,100,66
2,1,0,41,0,,121,68
2,1,0,41,0,,,33
3,0,1,41,0,,,55
3,0,1,41,99,0,226,21
2,1,0,41,95,0,157,31
1,0,0,41,60,,100,12
3,0,1,41,100,0,212,23
2,1,0,41,95,,162,67
2,1,0,41,99,,130,65
1,0,0,41,0,,,11
2,1,0,41,85,,161,34
1,0,0,41,0,1,151,47
1,0,0,42,0,1,233,12
3,0,1,42,100,0,204,55
1,0,0,42,0,1,101,13
2,1,0,42,0,,251,68
2,1,0,42,95,,186,34
2,1,0,42,100,0,100,32
2,1,0,42,0,1,192,65
2,1,0,42,0,,,33
3,0,1,42,100,0,241,56
3,0,1,42,100,0,164,58
2,1,0,42,0,,,33
1,0,0,42,65,,247,48
1,0,0,42,0,1,100,48
2,1,0,42,0,1,227,32
1,0,0,42,95,0,100,11
1,0,0,42,0,,100,13
3,0,1,42,100,0,146,21
1,0,0,42,0,,106,12
1,0,0,42,0,1,152,14
1,0,0,42,91,0,221,46
2,1,0,42,0,,,34
2,1,0,42,75,0,121,66
1,0,0,42,89,0,189,47
3,0,1,42,0,1,100,24
1,0,0,42,0,1,182,14
3,0,1,42,0,1,100,22
3,0,1,42,92,0,194,57
3,0,1,42,80,1,198,22
3,0,1,42,93,0,170,56
3,0,1,42,95,0,181,21
3,0,1,42,0,,,57
2,1,0,42,95,,198,31
3,0,1,42,10,1,100,55
2,1,0,42,100,,262,67
1,0,0,42,90,0,155,46
2,1,0,42,100,,230,67
3,0,1,42,100,0,214,24
1,0,0,42,100,,241,45
2,1,0,42,100,0,101,66
1,0,0,42,0,1,190,47
3,0,1,42,0,1,100,58
1,0,0,42,100,,201,45
1,0,0,42,0,,,11
2,1,0,42,0,1,199,65
3,0,1,42,100,0,160,23
2,1,0,42,0,1,100,68
3,0,1,42,100,0,163,23
2,1,0,42,96,,201,31
2,1,0,43,0,,,33
2,1,0,43,80,,101,32
3,0,1,43,87,1,251,56
1,0,0,43,91,0,143,12
2,1,0,43,0,1,100,68
2,1,0,43,100,0,167,31
2,1,0,43,100,0,210,67
2,1,0,43,92,,251,68
3,0,1,43,90,,151,55
3,0,1,43,100,0,206,57
1,0,0,43,1,1,100,11
2,1,0,43,100,,191,67
1,0,0,43,0,1,100,13
2,1,0,43,0,,,66
1,0,0,43,0,1,101,45
3,0,1,43,100,,147,23
2,1,0,43,98,1,241,31
2,1,0,43,0,1,151,65
3,0,1,43,100,0,151,56
2,1,0,43,90,0,100,33
3,0,1,43,0,,,58
3,0,1,43,95,1,256,24
1,0,0,43,100,,152,14
1,0,0,43,0,,,11
1,0,0,43,80,0,100,45
1,0,0,43,90,0,207,48
2,1,0,43,100,0,171,32
2,1,0,43,100,0,261,66
3,0,1,43,100,0,200,57
3,0,1,43,100,0,157,23
1,0,0,43,90,0,156,46
1,0,0,43,60,1,206,47
3,0,1,43,100,1,179,24
1,0,0,43,90,0,223,48
2,1,0,43,100,,121,65
3,0,1,43,40,1,101,22
3,0,1,43,100,0,121,21
2,1,0,43,100,,237,34
1,0,0,43,80,,182,47
1,0,0,43,0,1,100,13
3,0,1,43,99,0,261,58
3,0,1,43,0,,,55
1,0,0,43,0,,161,46
1,0,0,43,0,1,102,12
3,0,1,43,85,0,161,22
1,0,0,43,0,1,126,14
3,0,1,43,0,1,100,21
2,1,0,43,0,1,143,34
3,0,1,44,95,0,247,23
1,0,0,44,80,,101,45
1,0,0,44,85,0,171,14
1,0,0,44,0,,,46
2,1,0,44,100,,134,32
2,1,0,44,0,1,100,68
2,1,0,44,100,0,233,31
2,1,0,44,80,1,100,66
3,0,1,44,100,0,151,58
3,0,1,44,0,1,108,22
3,0,1,44,100,0,220,21
1,0,0,44,0,,100,13
3,0,1,44,100,0,164,55
3,0,1,44,80,0,100,56
2,1,0,44,0,1,131,65
2,1,0,44,100,0,281,67
1,0,0,44,50,,100,47
2,1,0,44,0,1,100,34
2,1,0,44,80,1,100,67
1,0,0,44,91,0,177,48
2,1,0,44,65,,173,68
2,1,0,44,98,0,199,31
1,0,0,44,100,0,190,13
3,0,1,44,0,1,254,22
1,0,0,44,92,0,167,48
1,0,0,44,0,1,103,12
3,0,1,44,99,0,100,58
3,0,1,44,100,0,235,57
3,0,1,44,100,0,267,24
1,0,0,44,80,0,137,12
1,0,0,44,0,,,11
2,1,0,44,0,,,33
2,1,0,44,76,1,100,34
3,0,1,44,85,0,148,57
3,0,1,44,80,0,100,24
3,0,1,44,100,0,103,21
3,0,1,44,87,1,187,56
1,0,0,44,0,,,11
1,0,0,44,0,,,45
2,1,0,44,80,0,114,33
1,0,0,44,0,1,163,46
1,0,0,44,80,0,171,47
3,0,1,44,0,1,103,23
3,0,1,44,90,1,131,55
1,0,0,44,0,,100,14
2,1,0,44,85,0,100,66
2,1,0,44,100,0,161,32
2,1,0,44,0,1,101,65
3,0,1,45,85,0,102,24
2,1,0,45,72,,100,34
1,0,0,45,0,,,13
3,0,1,45,55,,100,21
3,0,1,45,10,1,258,23
3,0,1,45,0,1,103,22
2,1,0,45,2,1,125,65
2,1,0,45,85,,112,68
1,0,0,45,50,1,167,45
1,0,0,45,70,1,103,46
1,0,0,45,50,1,211,45
1,0,0,45,0,1,165,14
1,0,0,45,0,,,13
1,0,0,45,0,1,151,14
2,1,0,45,99,1,111,66
3,0,1,45,0,,,58
3,0,1,45,90,0,191,21
1,0,0,45,90,0,201,46
2,1,0,45,100,0,181,32
3,0,1,45,70,0,101,22
2,1,0,45,100,,223,67
3,0,1,45,100,0,181,23
3,0,1,45,100,0,161,55
3,0,1,45,90,,181,56
1,0,0,45,0,,,47
3,0,1,45,0,1,100,55
3,0,1,45,0,,,57
1,0,0,45,0,,,11
2,1,0,45,0,,,66
2,1,0,45,0,1,151,33
3,0,1,45,50,1,100,24
1,0,0,45,92,0,147,12
2,1,0,45,100,0,111,67
1,0,0,45,98,0,101,12
2,1,0,45,50,1,151,34
2,1,0,45,88,1,161,31
3,0,1,45,100,,131,57
1,0,0,45,0,1,107,11
2,1,0,45,100,,146,32
3,0,1,45,1,1,100,56
2,1,0,45,100,0,201,33
1,0,0,45,100,0,209,48
2,1,0,45,95,0,151,65
3,0,1,45,10,1,131,58
1,0,0,45,0,1,200,48
2,1,0,45,20,1,177,68
1,0,0,45,50,,100,47
2,1,0,45,100,,277,31
2,1,0,46,0,1,164,65
3,0,1,46,0,1,133,22
2,1,0,46,94,1,254,31
3,0,1,46,92,0,132,24
3,0,1,46,0,1,213,23
1,0,0,46,70,,100,12
2,1,0,46,0,1,151,33
1,0,0,46,78,0,141,45
3,0,1,46,72,,172,55
3,0,1,46,80,0,111,21
2,1,0,46,72,,126,34
2,1,0,46,0,1,100,34
2,1,0,46,0,1,105,65
3,0,1,46,100,0,191,24
1,0,0,46,0,,,47
2,1,0,46,0,1,101,68
1,0,0,46,79,0,180,47
3,0,1,46,100,0,271,58
1,0,0,46,0,1,235,11
3,0,1,46,65,0,121,21
2,1,0,46,100,,142,67
3,0,1,46,100,0,103,23
3,0,1,46,87,1,157,56
2,1,0,46,0,,246,68
1,0,0,46,0,1,114,14
1,0,0,46,20,1,101,13
1,0,0,46,0,,,11
2,1,0,46,100,0,140,32
3,0,1,46,100,,104,55
2,1,0,46,100,0,213,32
3,0,1,46,85,0,102,22
2,1,0,46,100,0,112,67
1,0,0,46,0,1,100,45
1,0,0,46,0,,,13
1,0,0,46,0,,,14
1,0,0,46,80,0,121,46
2,1,0,46,0,,,33
3,0,1,46,0,1,181,56
3,0,1,46,0,1,181,57
3,0,1,46,50,1,111,58
2,1,0,46,98,,211,31
1,0,0,46,85,0,132,48
1,0,0,46,0,,,46
1,0,0,46,90,,245,48
1,0,0,46,0,1,202,12
3,0,1,46,90,,156,57
2,1,0,46,0,1,152,66
2,1,0,46,0,1,103,66
2,1,0,47,0,1,100,66
1,0,0,47,5,1,167,48
2,1,0,47,80,1,126,68
2,1,0,47,0,1,100,32
2,1,0,47,0,,178,65
3,0,1,47,100,0,103,21
3,0,1,47,95,0,152,24
1,0,0,47,80,0,101,12
2,1,0,47,0,,112,65
3,0,1,47,100,,231,56
2,1,0,47,100,0,113,33
3,0,1,47,95,0,180,22
2,1,0,47,100,0,181,67
1,0,0,47,0,,,11
1,0,0,47,0,,,14
3,0,1,47,0,,,55
2,1,0,47,0,1,100,32
1,0,0,47,50,,100,13
2,1,0,47,100,0,265,67
1,0,0,47,80,0,100,47
2,1,0,47,80,0,100,66
3,0,1,47,0,1,206,23
3,0,1,47,0,1,100,58
1,0,0,47,100,0,144,45
3,0,1,47,100,0,226,57
1,0,0,47,0,,,13
2,1,0,47,70,1,120,34
1,0,0,47,59,,100,12
2,1,0,47,95,,161,34
1,0,0,47,100,0,150,46
1,0,0,47,100,0,154,45
1,0,0,47,100,0,132,14
2,1,0,47,100,0,251,31
1,0,0,47,0,,,11
3,0,1,47,0,1,126,21
2,1,0,47,0,1,101,33
3,0,1,47,0,1,102,22
1,0,0,47,0,1,105,47
2,1,0,47,100,0,221,31
3,0,1,47,0,,,57
3,0,1,47,10,1,231,23
3,0,1,47,100,1,200,24
3,0,1,47,95,0,139,58
1,0,0,47,70,0,100,46
2,1,0,47,0,,,68
3,0,1,47,100,0,201,55
3,0,1,47,0,1,169,56
1,0,0,47,0,1,100,48
2,1,0,48,100,0,201,67
2,1,0,48,90,,134,33
3,0,1,48,100,,234,55
3,0,1,48,0,1,117,58
1,0,0,48,0,1,100,14
2,1,0,48,0,,,66
2,1,0,48,100,,156,32
3,0,1,48,100,0,167,58
3,0,1,48,0,1,191,22
2,1,0,48,0,1,246,65
3,0,1,48,0,,,57
1,0,0,48,0,,,11
1,0,0,48,0,,,11
2,1,0,48,0,1,136,32
1,0,0,48,0,,100,13
3,0,1,48,95,0,191,23
3,0,1,48,100,0,174,55
2,1,0,48,0,1,100,33
1,0,0,48,0,1,230,45
3,0,1,48,0,,,57
3,0,1,48,100,0,196,21
2,1,0,48,0,,171,34
2,1,0,48,80,,138,34
2,1,0,48,99,0,231,31
2,1,0,48,25,1,135,65
1,0,0,48,0,1,168,12
1,0,0,48,0,1,150,47
3,0,1,48,0,1,145,56
1,0,0,48,0,,157,14
3,0,1,48,0,,,21
2,1,0,48,1,1,100,68
1,0,0,48,88,0,176,48
3,0,1,48,95,1,196,24
1,0,0,48,0,1,191,46
1,0,0,48,0,,,45
1,0,0,48,65,0,131,47
3,0,1,48,86,,211,24
1,0,0,48,0,1,100,12
3,0,1,48,100,,202,23
1,0,0,48,75,0,100,46
2,1,0,48,90,,100,66
2,1,0,48,0,1,100,68
2,1,0,48,97,,269,67
3,0,1,48,0,1,100,22
3,0,1,48,100,0,166,56
1,0,0,48,99,0,141,13
1,0,0,48,100,,206,48
2,1,0,48,85,1,163,31
2,1,0,49,100,,142,32
3,0,1,49,0,1,100,58
2,1,0,49,0,1,100,68
3,0,1,49,100,0,180,56
2,1,0,49,100,,162,67
1,0,0,49,0,1,201,45
3,0,1,49,100,0,151,23
1,0,0,49,0,1,100,46
2,1,0,49,0,1,151,33
1,0,0,49,0,,,14
1,0,0,49,0,,,11
3,0,1,49,0,1,100,22
1,0,0,49,0,,,11
3,0,1,49,80,0,102,21
1,0,0,49,100,0,121,48
3,0,1,49,100,,123,55
1,0,0,49,0,1,190,14
1,0,0,49,72,,173,47
3,0,1,49,1,1,100,55
2,1,0,49,100,0,110,32
2,1,0,49,100,0,241,31
1,0,0,49,80,0,100,47
2,1,0,49,0,1,100,34
3,0,1,49,90,0,168,56
1,0,0,49,95,0,180,46
2,1,0,49,0,1,249,68
3,0,1,49,100,,194,57
3,0,1,49,0,1,201,24
3,0,1,49,50,0,100,22
2,1,0,49,0,1,256,34
1,0,0,49,100,,247,48
1,0,0,49,0,,,45
1,0,0,49,0,,,13
2,1,0,49,30,0,100,66
2,1,0,49,100,0,190,67
3,0,1,49,100,0,221,21
3,0,1,49,0,,,57
2,1,0,49,98,,196,31
3,0,1,49,100,0,261,24
3,0,1,49,0,1,226,23
3,0,1,49,100,0,100,58
1,0,0,49,90,0,101,12
2,1,0,49,0,,,33
1,0,0,49,0,1,110,12
2,1,0,49,0,1,100,65
2,1,0,49,0,1,112,65
2,1,0,49,0,1,121,66
1,0,0,49,0,,100,13
2,1,0,50,90,,101,33
3,0,1,50,0,,100,22
2,1,0,50,1,1,100,65
2,1,0,50,0,1,100,33
2,1,0,50,0,1,127,34
3,0,1,50,98,0,176,21
3,0,1,50,0,1,211,56
3,0,1,50,100,0,162,24
3,0,1,50,0,1,110,58
3,0,1,50,100,0,137,24
1,0,0,50,100,0,200,45
2,1,0,50,100,,192,67
3,0,1,50,100,0,146,57
3,0,1,50,100,,191,57
3,0,1,50,10,1,111,23
3,0,1,50,100,,161,55
1,0,0,50,0,1,141,47
2,1,0,50,100,,198,67
3,0,1,50,0,1,100,21
2,1,0,50,0,,,68
1,0,0,50,0,1,102,12
1,0,0,50,0,,,12
2,1,0,50,0,1,101,68
2,1,0,50,0,1,116,65
3,0,1,50,95,,151,23
1,0,0,50,100,,181,13
1,0,0,50,0,1,151,46
1,0,0,50,95,0,100,11
2,1,0,50,90,1,131,32
1,0,0,50,0,1,257,45
2,1,0,50,100,0,272,31
2,1,0,50,0,,,34
1,0,0,50,0,,190,48
3,0,1,50,95,0,131,22
2,1,0,50,0,,,66
2,1,0,50,90,0,146,31
1,0,0,50,51,,100,14
3,0,1,50,0,1,257,58
1,0,0,50,50,,102,47
1,0,0,50,0,,,13
1,0,0,50,0,,,14
2,1,0,50,0,1,101,32
2,1,0,50,0,,,66
1,0,0,50,0,,,11
1,0,0,50,85,0,252,48
3,0,1,50,100,,159,55
1,0,0,50,91,0,231,46
3,0,1,50,90,,261,56
